organisation,author,created,last_modified,package_title,file_title,date_from,date_to,description,licence,info,url
State Library of Western Australia,State Library of Western Australia,2016-07-28T13:14:59.446843,2016-07-28T13:14:59.446843,Western Australian Biographical Index (WABI),Index entries beginning with K,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/253c7b5b-c114-4865-a3de-17a1cf912569/download/k-final.csv
State Library of Western Australia,,2016-07-28T06:05:26.023545,2016-07-28T06:05:26.023545,Western Australian Biographical Index (WABI),Index entries beginning with K,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/1afb96f5-1d4e-45b6-a1b9-65d99b8172d5/download/k-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T13:15:28.536529,2016-07-28T13:15:28.536529,Western Australian Biographical Index (WABI),Index entries beginning with L,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/b336f846-0b00-4f0a-80a3-88575455ab8e/download/l-final.csv
State Library of Western Australia,,2016-07-28T06:05:41.571851,2016-07-28T06:05:41.571851,Western Australian Biographical Index (WABI),Index entries beginning with L,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/66c82a82-d52f-4651-9a78-17cd6b86e64a/download/l-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T13:16:30.984002,2016-07-28T13:16:30.984002,Western Australian Biographical Index (WABI),Index entries beginning with M,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/119e7101-fa58-4f9b-be48-438b930ab72b/download/m-final.csv
State Library of Western Australia,,2016-07-28T06:06:03.043689,2016-07-28T06:06:03.043689,Western Australian Biographical Index (WABI),Index entries beginning with M,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/e4de1eb3-86f3-46d5-b456-1601e67bb5ac/download/m-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:12:32.253586,2016-07-28T14:12:32.253586,Western Australian Biographical Index (WABI),Index entries beginning with N,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/5c30e716-d348-48d8-80c8-5e6f81a9e818/download/n-final.csv
State Library of Western Australia,,2016-07-28T06:06:19.569551,2016-07-28T06:06:19.569551,Western Australian Biographical Index (WABI),Index entries beginning with N,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/bf56fcdd-6422-4434-8223-d9fff2bad371/download/n-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:15:22.924997,2016-07-28T14:15:22.924997,Western Australian Biographical Index (WABI),Index entries beginning with O,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/de87042d-e584-404f-9577-3414f9544400/download/o-final.csv
State Library of Western Australia,,2016-07-28T06:06:39.758074,2016-07-28T06:06:39.758074,Western Australian Biographical Index (WABI),Index entries beginning with O,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/ec61deef-3200-4611-bbac-fe412ab59923/download/o-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:16:24.599368,2016-07-28T14:16:24.599368,Western Australian Biographical Index (WABI),Index entries beginning with P and Q,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/a99983d7-9dba-4d20-973a-0c476bbf6a8b/download/pq-final.csv
State Library of Western Australia,,2016-07-28T06:07:00.326060,2016-07-28T06:07:00.326060,Western Australian Biographical Index (WABI),Index entries beginning with P and Q,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/7d635ab0-b656-4b36-967a-ea9ff62f5cac/download/pq-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:18:35.585994,2016-07-28T14:18:35.585994,Western Australian Biographical Index (WABI),Index entries beginning with R,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/0984d95a-d945-49b9-8a01-7c4d9e7b142f/download/r-final.csv
State Library of Western Australia,,2016-07-28T06:07:36.211170,2016-07-28T06:07:36.211170,Western Australian Biographical Index (WABI),Index entries beginning with R,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/76ffb89f-2994-4aba-8cd9-d492ff325d1d/download/r-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T15:32:28.138313,2016-07-28T15:32:28.138313,Western Australian Biographical Index (WABI),Index entries beginning with S,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/0bed51bf-16e8-430e-ae5a-2eabdde2f251/download/s-final.csv
State Library of Western Australia,,2016-07-28T06:07:54.609825,2016-07-28T06:07:54.609825,Western Australian Biographical Index (WABI),Index entries beginning with S,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/79899a5d-ecb8-4c01-8547-45a731131e29/download/s-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:20:29.041385,2016-07-28T14:20:29.041385,Western Australian Biographical Index (WABI),Index entries beginning with T,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/f3989835-d40c-4559-a477-3e05e2021acc/download/t-final.csv
State Library of Western Australia,,2016-07-28T06:08:17.685992,2016-07-28T06:08:17.685992,Western Australian Biographical Index (WABI),Index entries beginning with T,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/704b4c28-a132-4008-9edd-e7ed1f89c4b8/download/t-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-28T14:21:29.087411,2016-07-28T14:21:29.087411,Western Australian Biographical Index (WABI),Index entries beginning with U - Z,1888-01-01,1914-12-31,,Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd,https://data.gov.au/dataset/1ff394c7-3e70-45d9-b310-2c6c429623dd/resource/af090020-ec08-47df-ad73-f63ba6dbea22/download/uvxyz-final.csv
State Library of Western Australia,,2016-07-28T06:09:02.798176,2016-07-28T06:09:02.798176,Western Australian Biographical Index (WABI),Index entries beginning with U-Z,,,,Creative Commons Attribution,https://data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47,https://catalogue.data.wa.gov.au/dataset/6c026ce8-8a18-4920-a7e2-f1719e0d8c47/resource/14403b96-b2b6-4985-a3b7-9932235ff62f/download/uvxyz-final.csv
State Library of Western Australia,State Library of Western Australia,2016-07-25T11:28:46.395126,2016-07-25T11:28:46.395126,Western Australian Newspapers 1830 -,WA_newspapers_2016,1830-01-01,2016-07-25,"This CSV contains title, publication dates, area of publication and notes about former/later titles for Newspapers published in Western Australia from 1830 onwards to present day.

The data has been harvested and reformatted from the State Library of Western Australia Catalogue.",Creative Commons Attribution 3.0 Australia,https://data.gov.au/dataset/031aff0e-ddbf-42e4-9238-9451fb636f16,https://data.gov.au/dataset/031aff0e-ddbf-42e4-9238-9451fb636f16/resource/18d0daf9-193e-4748-9aee-29bc50c909c4/download/newspapers-wa.csv
State Records,State Records,2018-02-02T15:00:23.854297,2018-02-02T15:00:23.854297,SA FOI - number of applications received by agency - State Government,SA FOI - number of applications received by agency - state government,2011-07-01,2017-06-30,2016-17 annual reporting data on number of FOI applications received by State Government agencies over a six year period.,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/304ed6e5-e573-4200-81a7-ceddce9ee5d0,https://data.sa.gov.au/data/dataset/304ed6e5-e573-4200-81a7-ceddce9ee5d0/resource/5ea15bd6-7672-42a3-895a-dbd56a755377/download/01-foi-sa-number-of-applications-received-by-agency-state-government.csv
State Records,State Records,2018-02-15T00:28:35.138451,2018-02-15T00:28:35.138451,"SA FOI – access applications overdue at year end by category, by sector, by year","SA FOI – access applications overdue at year end by category, by sector, by year",2012-07-01,2017-06-02,"2016-17 annual reporting data on the number of overdue applications at year end, by category (personal, non-personal), by sector, by year for the past 5 years  ",Creative Commons Attribution,https://data.sa.gov.au/data/dataset/a90a7b0d-4884-4704-97b2-9ec4d88a5d41,https://data.sa.gov.au/data/dataset/a90a7b0d-4884-4704-97b2-9ec4d88a5d41/resource/8efbd3b6-a597-435f-86ff-42ab38a6ff24/download/18-foi-sa-access-applications-unfinished-overdue-at-year-end-by-category-by-sector-by-year.csv
State Records,State Records,2018-02-15T00:23:17.433008,2018-02-15T00:23:17.433008,"SA FOI – access applications unfinished at year end by category, by sector, by year","SA FOI – access applications unfinished at year end by category, by sector, by year",2012-07-01,2017-06-30,"2016-17 annual reporting data on the number of unfinished applications at year end, by category (personal, non-personal), by sector, by year for the past 5 years ",Creative Commons Attribution,https://data.sa.gov.au/data/dataset/dea2bc2a-d6a6-4622-95c3-0b08792b377e,https://data.sa.gov.au/data/dataset/dea2bc2a-d6a6-4622-95c3-0b08792b377e/resource/19cbb273-2d15-4a92-a149-8cfa75d8a1be/download/17-foi-sa-access-applications-unfinished-at-year-end-by-sector-by-year.csv
State Records,State Records,2018-02-02T15:33:28.537419,2018-02-02T15:33:28.537419,SA FOI – access determination outcome by category by sector by year,SA FOI – access determination outcome by category by sector by year,2012-07-01,2017-06-30,"2016-17 annual reporting data on the outcome of access determinations by category (personal, non-personal applications), by sector, by year",Creative Commons Attribution,https://data.sa.gov.au/data/dataset/187d8bcb-66b6-464a-bdf7-fb79cb3a54af,https://data.sa.gov.au/data/dataset/187d8bcb-66b6-464a-bdf7-fb79cb3a54af/resource/5cfeb45e-cb6f-486b-ab0a-70914b03dce3/download/10-foi-sa-determination-outcome-by-application-category-by-sector-by-year.csv
State Records,State Records,2018-02-02T15:40:06.905300,2018-02-02T15:40:06.905300,SA FOI – amendment application outcomes by year,SA FOI – amendment application outcomes by year,2012-07-01,2017-06-30,2016-17 annual reporting data on amendment application outcomes by year for the past 5 years,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/a4828534-d9fc-443e-9521-b636714984d8,https://data.sa.gov.au/data/dataset/a4828534-d9fc-443e-9521-b636714984d8/resource/3107e4cb-14e3-4ba4-aa90-5daf3f265717/download/14-foi-sa-amendment-application-outcomes-by-year.csv
State Records,State Records,2018-02-15T00:20:45.090684,2018-02-15T00:20:45.090684,SA FOI – internal review outcomes by year,SA FOI – internal review outcomes by year,2012-07-04,2017-06-30,2016-17 annual reporting data on the outcomes of internal reviews on previous FOI determinations by year for the past 5 years,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/3df0f44a-8636-4baf-a946-acad1cb3c986,https://data.sa.gov.au/data/dataset/3df0f44a-8636-4baf-a946-acad1cb3c986/resource/0ceb100d-88c0-4b77-9f3b-dbc1af1b9840/download/16-foi-sa-internal-review-outcomes-by-year.csv
State Records,State Records,2018-02-02T15:27:14.506857,2018-02-02T15:27:14.506857,SA FOI – length of processing time for access apps by sector by year,SA FOI – length of processing time for access apps by sector by year,2012-07-01,2017-06-30,"2016-17 annual reporting data on the length of time taken to process access applications in relation to the 30 days allowed, by sector and by year for the past 5 years",Creative Commons Attribution,https://data.sa.gov.au/data/dataset/173a2e09-d4f3-4120-ac07-f485006a3bfd,https://data.sa.gov.au/data/dataset/173a2e09-d4f3-4120-ac07-f485006a3bfd/resource/e2c6445d-3477-4f6a-9212-ba90bbb7a02d/download/07-foi-sa-length-of-processing-time-for-access-applications-by-sector-by-year.csv
State Records,State Records,2018-02-15T00:35:14.118430,2018-02-15T00:35:14.118430,SA FOI – number of FTE staff working on FOI,SA FOI – number of FTE staff working on FOI,2012-07-01,2017-06-30,"2016-17 annual reporting data on the number of full time equivalent (FTE) staff working on FOI, by sector, by year for the past 5 years ",Creative Commons Attribution,https://data.sa.gov.au/data/dataset/07ee57fb-3a4c-4930-b59c-a0794911d96b,https://data.sa.gov.au/data/dataset/07ee57fb-3a4c-4930-b59c-a0794911d96b/resource/5c0e59f5-5fa1-4f8a-82a6-8567a5945b62/download/19-foi-sa-number-of-fte-staff-working-in-foi-by-sector-by-year.csv
State Records,State Records,2018-02-02T15:25:08.164519,2018-02-02T15:25:08.164519,SA FOI – number of access applications made by MPs by year since 2001,SA FOI – number of access applications made by MPs by year since 2001,2001-07-01,2017-06-30,2016-17 annual reporting data on number of FOI access applications made by Members of Parliament (MPs) by year since 2001 ,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/b20da5d2-a18e-4eed-8c12-cc563724658e,https://data.sa.gov.au/data/dataset/b20da5d2-a18e-4eed-8c12-cc563724658e/resource/ee8549ee-b5cd-4208-b67e-db5c4a9f584a/download/06-foi-sa-number-of-access-applications-made-by-mps-by-year-since-2001.csv
State Records,State Records,2018-02-02T15:22:01.040800,2018-02-02T15:22:01.040800,SA FOI – number of access applications received by all sectors by applicant type,SA FOI – number of access applications received by all sectors by applicant type,2012-07-01,2017-06-30,2016-17 annual reporting data on number of FOI access applications received by agencies in all sectors by applicant type over the past 5 years ,Creative Commons Attribution,https://data.sa.gov.au/data/dataset/283082d9-64dc-4e9d-9ace-fdc8f2921292,https://data.sa.gov.au/data/dataset/283082d9-64dc-4e9d-9ace-fdc8f2921292/resource/0d41d28a-e1c4-474a-9237-7ce5281196fe/download/05-foi-sa-number-of-access-applications-received-by-all-sectors-by-applicant-type.csv
